person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
31,75000,2,4.0,5,1,13800,10.99,0,0.18,0,9
37,60000,2,4.0,5,2,12000,12.73,0,0.2,0,15
29,84000,0,3.0,2,1,6000,11.49,0,0.07,0,6
24,65000,0,6.0,4,1,32500,9.99,1,0.5,0,3
29,36000,0,5.0,2,0,3075,5.42,0,0.09,0,5
33,79985,2,6.0,1,5,8000,21.36,0,0.1,0,5
30,54000,0,1.0,1,0,12000,6.62,1,0.22,0,6
25,50400,2,9.0,5,3,12000,16.89,1,0.24,0,4
25,45000,1,1.0,4,2,9000,11.03,0,0.2,0,2
26,30000,0,0.0,5,3,6000,10.99,1,0.2,1,2
26,74000,2,1.0,2,0,3000,6.76,0,0.04,0,3
28,51000,1,2.0,5,4,20400,17.74,1,0.4,1,5
42,45000,0,1.0,5,1,18200,10.83,1,0.4,0,14
23,25000,0,6.0,0,2,8000,13.61,1,0.32,1,4
22,56000,0,6.0,1,1,1000,11.49,0,0.02,0,2
23,36000,0,3.0,1,1,7000,9.99,0,0.19,0,3
29,121722,2,8.0,5,0,7200,10.99,0,0.06,0,7
27,73580,2,3.0,1,3,19950,14.96,0,0.27,0,7
26,24000,2,10.0,2,0,5000,7.66,1,0.21,0,3
33,62400,0,4.0,1,1,15000,11.99,0,0.24,0,8
38,150000,2,3.0,5,1,7500,10.0,0,0.05,0,13
24,123000,0,8.0,0,3,15000,15.37,1,0.12,0,4
27,89000,2,2.0,5,1,10000,10.65,0,0.11,0,7
25,115000,0,3.0,2,1,10000,10.37,0,0.09,0,2
25,30000,0,9.0,1,3,6000,14.74,1,0.2,1,4
40,56448,0,4.0,4,5,28000,18.62,1,0.5,0,14
22,38004,1,0.0,3,3,3000,12.92,0,0.08,1,3
21,33600,0,2.0,2,1,12000,11.12,1,0.36,0,3
30,98000,2,3.0,5,3,5200,16.49,1,0.05,0,6
27,34000,0,7.0,2,2,7000,15.96,0,0.21,1,10
23,10000,0,1.0,3,1,2100,12.21,1,0.21,0,3
23,52102,2,1.0,2,1,3500,10.75,1,0.06,0,3
24,14400,0,0.0,5,1,4375,10.99,1,0.3,0,2
32,117000,0,0.0,0,4,12000,17.93,1,0.1,1,10
26,59000,2,2.0,4,2,20000,13.48,1,0.34,1,3
28,33000,1,1.0,4,3,7500,15.31,0,0.23,1,6
22,56000,2,6.0,0,0,4750,7.14,0,0.08,0,2
25,62004,2,10.0,4,2,15000,13.47,0,0.24,0,4
26,30000,0,1.0,5,0,10000,6.99,1,0.33,0,4
23,87000,2,5.0,5,2,15000,14.35,0,0.17,0,2
27,21600,1,1.0,0,0,4200,7.49,0,0.19,0,6
37,88000,2,3.0,4,1,6000,11.99,1,0.07,0,12
31,40000,0,2.0,3,2,10000,11.41,0,0.25,0,5
24,69764,0,2.0,3,3,1500,14.42,1,0.02,1,4
40,120000,2,6.0,0,1,9600,10.59,0,0.08,0,14
44,150000,2,17.0,0,2,25000,13.43,0,0.17,0,17
28,34000,0,0.0,1,3,12000,14.61,1,0.35,1,8
34,180000,2,9.0,0,2,12900,12.99,0,0.07,1,8
23,85000,0,3.0,2,0,12000,10.99,0,0.14,0,2
21,28776,2,4.0,3,0,8000,8.9,0,0.28,0,2
41,50000,0,0.0,0,2,7000,12.87,0,0.14,1,12
30,97000,2,5.0,3,3,25000,16.32,0,0.26,1,5
24,38004,1,3.0,1,2,3000,13.35,0,0.08,1,2
22,70000,0,3.0,1,0,12000,7.29,0,0.17,0,4
22,44000,0,3.0,4,2,3600,13.43,1,0.08,1,2
23,31000,0,1.0,5,0,1500,8.94,0,0.05,0,3
37,88000,2,2.0,3,2,1000,13.48,0,0.01,1,11
21,35760,2,5.0,4,4,2400,10.99,1,0.07,0,3
25,55000,0,0.0,3,1,20000,9.88,1,0.36,0,4
28,81000,2,11.0,0,0,6000,6.17,0,0.07,0,8
21,48000,2,5.0,3,1,7350,10.65,0,0.15,0,2
26,105400,2,6.0,2,3,24000,14.61,1,0.19,0,3
29,59000,0,4.0,3,6,20000,20.17,1,0.34,1,5
22,26400,0,0.0,3,2,10000,13.49,1,0.38,0,3
25,87999,0,5.0,0,2,2400,14.79,1,0.03,1,4
21,62496,2,1.0,1,2,5000,12.53,0,0.08,1,3
22,57000,2,6.0,3,1,7200,10.99,0,0.13,0,2
31,31692,0,2.0,3,3,13150,13.24,1,0.41,1,5
26,190300,2,5.0,0,0,15000,10.99,0,0.08,0,3
23,46113,2,4.0,0,3,9000,15.99,0,0.2,1,4
23,30000,0,7.0,1,2,10000,13.99,1,0.33,0,2
25,54000,0,4.0,0,3,12000,16.77,1,0.22,0,4
31,144000,0,0.0,1,6,13000,21.21,1,0.09,0,6
25,52000,0,9.0,2,2,17000,12.98,1,0.33,1,2
32,90000,0,11.0,0,2,20000,13.22,0,0.22,1,6
22,40499,2,7.0,2,1,11500,11.83,0,0.28,0,4
28,160000,1,12.0,0,1,23000,11.83,0,0.14,0,8
25,162000,2,5.0,5,4,25000,16.0,1,0.15,1,3
30,103000,2,14.0,0,0,6400,7.49,0,0.06,0,9
29,98080,2,8.0,3,1,20000,8.88,0,0.2,0,9
33,44400,2,3.0,2,2,2000,14.22,1,0.05,1,6
25,74678,2,9.0,5,1,4000,10.62,0,0.05,0,2
24,105000,0,5.0,4,2,4800,10.99,0,0.05,1,2
37,38400,2,4.0,3,0,7000,7.9,0,0.18,0,13
27,40000,0,0.0,3,1,8000,10.25,0,0.2,0,10
30,22452,0,2.0,3,0,12000,7.29,1,0.53,0,5
30,95000,2,6.0,4,1,21000,11.99,0,0.22,0,5
22,75000,2,3.0,0,0,5600,8.0,0,0.07,0,2
23,87550,0,7.0,2,0,18000,7.51,1,0.17,0,3
25,94000,2,5.0,2,1,20000,10.99,0,0.21,0,4
42,60000,0,1.0,0,4,15000,10.99,1,0.25,1,15
25,69500,0,7.0,2,2,7000,10.78,0,0.1,1,3
23,84000,2,7.0,3,1,25000,12.53,0,0.3,0,2
25,35000,0,5.0,2,2,13000,13.22,1,0.37,0,2
21,33000,1,4.0,1,3,5000,14.61,0,0.15,1,3
32,25200,0,0.0,0,0,5000,7.91,0,0.2,0,5
23,60000,0,7.0,2,0,20000,7.9,1,0.33,0,2
22,54000,0,4.0,5,2,1300,14.27,1,0.02,1,2
23,9000,1,4.0,4,2,2000,13.35,1,0.22,0,2
25,57400,2,9.0,5,0,8475,6.99,0,0.15,0,2
22,26004,0,5.0,2,1,4800,10.99,0,0.18,0,4
29,30000,2,13.0,0,1,9000,10.36,1,0.3,0,10
26,244800,2,11.0,2,3,12000,16.29,1,0.04,1,4
23,24000,0,3.0,1,0,5250,7.66,1,0.22,0,3
27,32220,0,11.0,2,1,17725,11.49,1,0.55,0,7
22,15996,0,3.0,1,2,4000,13.35,1,0.25,1,2
42,67147,0,6.0,2,3,22400,14.11,1,0.28,1,11
22,66000,2,6.0,1,2,15000,11.72,0,0.23,1,2
37,117300,2,12.0,2,0,10000,10.99,1,0.07,0,11
30,11292,0,4.0,2,0,2100,6.76,1,0.19,0,6
26,69000,2,10.0,4,3,6200,15.99,1,0.09,0,2
22,60000,2,3.0,3,0,5000,7.9,0,0.08,0,2
30,156000,0,0.0,1,0,20000,6.54,0,0.13,0,8
24,110000,0,5.0,0,0,12000,7.9,0,0.11,0,2
38,90000,2,5.0,1,0,25000,10.99,0,0.28,0,17
30,34000,0,0.0,3,1,4000,10.95,0,0.12,0,10
30,55000,2,4.0,5,0,12000,5.79,0,0.22,0,10
29,66000,0,0.0,5,3,3150,15.62,1,0.05,1,8
20,42000,0,4.0,3,1,6500,11.71,0,0.15,0,2
25,125000,2,4.0,1,2,8000,13.8,0,0.06,0,3
24,25000,0,0.0,1,0,4400,6.76,0,0.18,0,2
29,78132,2,11.0,5,3,25000,15.33,1,0.32,1,6
33,57500,0,2.0,2,1,2000,10.99,0,0.03,0,5
25,50988,1,9.0,4,1,4200,9.99,0,0.08,0,3
29,62200,0,3.0,0,4,12000,19.03,0,0.19,0,6
22,48888,0,1.0,0,2,18400,13.16,1,0.38,0,2
25,36000,0,0.0,3,3,14500,14.54,1,0.4,1,2
22,93600,2,0.0,5,0,6000,10.99,0,0.06,0,2
26,25000,0,2.0,2,1,5000,12.69,0,0.2,0,3
33,50000,2,8.0,2,0,4000,5.42,0,0.08,0,10
22,83000,0,6.0,5,1,12000,11.71,0,0.14,0,4
26,19200,1,7.0,0,0,4500,7.88,1,0.23,0,3
29,59000,2,7.0,5,1,15000,9.76,1,0.25,0,8
22,48132,0,5.0,2,1,10000,11.71,0,0.21,0,4
25,50000,2,3.0,4,2,4800,13.61,0,0.1,1,2
42,125000,2,5.0,2,0,35000,7.9,0,0.28,0,12
26,150000,2,0.0,5,0,6000,9.63,0,0.04,0,4
23,60000,0,3.0,0,2,25000,12.73,1,0.42,0,3
64,105000,0,8.0,4,4,20000,18.64,0,0.19,0,30
38,48000,2,23.0,2,3,9000,15.21,1,0.19,1,15
21,12000,0,0.0,2,1,4000,10.65,1,0.33,0,4
22,36000,0,1.0,4,1,3000,10.37,1,0.08,0,3
22,30400,0,2.0,3,3,10000,12.8,1,0.33,0,2
23,25960,0,1.0,3,1,12250,10.37,1,0.47,0,4
32,45489,2,13.0,0,2,18250,12.73,0,0.4,1,5
21,39600,2,5.0,2,0,6400,6.91,1,0.16,0,2
22,26400,0,1.0,1,0,10000,7.49,1,0.38,0,3
23,62000,2,4.0,3,1,9600,9.2,0,0.15,0,2
25,70000,2,0.0,5,1,8000,11.12,0,0.11,0,3
21,29000,0,5.0,2,3,7000,12.61,1,0.24,1,2
39,84000,1,12.0,3,0,9875,7.51,0,0.12,0,14
23,80000,0,2.0,0,0,9600,7.88,0,0.12,0,4
21,27568,3,0.0,2,3,3500,14.42,1,0.13,0,4
23,44000,0,0.0,4,5,13000,17.26,1,0.3,1,3
26,18000,0,2.0,5,2,8500,14.27,1,0.47,0,3
38,74237,2,4.0,5,2,18000,14.35,0,0.24,0,17
22,62050,2,1.0,2,3,6000,14.74,1,0.08,0,2
23,79000,2,2.0,1,0,3200,7.88,0,0.04,0,2
26,44000,0,4.0,5,3,11000,15.31,1,0.25,0,2
36,65004,0,3.0,1,3,20000,15.33,1,0.31,0,15
33,33852,0,4.0,1,1,17000,11.48,1,0.5,0,9
50,19200,0,2.0,5,5,4000,10.99,1,0.21,0,11
22,36600,2,2.0,5,0,9950,7.29,0,0.27,0,3
27,57600,1,4.0,3,2,3000,12.99,0,0.05,1,10
23,120000,2,7.0,1,0,12000,5.42,0,0.1,0,3
30,25000,0,0.0,5,0,3000,10.99,0,0.12,0,7
32,86000,2,6.0,5,4,15000,16.4,1,0.17,1,5
35,33000,0,0.0,4,4,4000,16.32,1,0.12,0,10
55,50000,0,2.0,4,0,20000,7.51,1,0.4,0,30
27,64800,0,3.0,3,2,8000,13.49,0,0.12,0,10
28,32000,2,4.0,1,1,12000,12.69,1,0.38,0,10
24,60000,0,1.0,5,1,12000,10.36,0,0.2,0,3
27,42000,0,3.0,3,0,2400,6.54,0,0.06,0,10
21,9900,1,2.0,3,0,2500,7.14,1,0.25,0,2
48,33500,0,1.0,4,3,1500,14.74,1,0.04,0,11
25,100000,2,9.0,1,2,7500,13.99,0,0.07,0,4
50,56000,0,2.0,4,2,15000,13.47,0,0.27,0,15
31,43000,0,15.0,2,1,13350,12.42,1,0.31,0,6
24,48912,0,0.0,2,2,20000,11.66,1,0.41,0,4
30,75689,2,13.0,4,2,10000,13.48,0,0.13,0,8
27,21112,0,0.0,0,3,3600,15.99,1,0.17,1,10
26,28000,1,5.0,0,3,4000,15.37,0,0.14,0,3
23,51996,0,1.0,5,1,3000,10.37,0,0.06,0,2
34,51600,2,2.0,3,4,12000,17.88,1,0.23,0,8
24,56000,2,8.0,1,0,10000,7.49,0,0.18,0,3
24,143123,2,2.0,0,3,4000,12.61,0,0.03,0,4
26,100000,1,10.0,2,1,10000,10.59,0,0.1,0,2
34,33456,0,2.0,1,4,4000,16.45,1,0.12,0,5
22,25600,0,5.0,3,0,9000,8.9,1,0.35,0,4
27,31200,2,3.0,0,1,3600,11.48,0,0.12,0,7
26,64000,0,0.0,3,4,10000,16.4,1,0.16,0,3
27,75805,0,1.0,5,4,13450,16.32,1,0.18,0,8
23,45000,0,2.0,1,2,1700,14.72,0,0.04,0,2
30,64698,0,11.0,2,3,9000,16.0,1,0.12,1,5
28,44000,0,0.0,4,2,5000,12.99,1,0.11,1,5
24,56400,0,4.0,2,3,8000,14.96,1,0.14,1,2
25,56004,2,5.0,5,1,8000,11.71,1,0.14,0,3
48,19200,1,1.0,1,2,7000,10.99,1,0.36,1,12
22,62654,2,4.0,4,3,6000,14.74,1,0.1,0,4
28,35000,0,2.0,1,1,6000,11.89,0,0.17,0,10
27,33996,0,8.0,5,3,6000,15.31,1,0.18,1,5
24,19764,1,0.0,3,2,4800,13.61,1,0.24,1,3
24,50000,2,7.0,4,2,6000,13.99,0,0.12,1,4
26,50000,1,5.0,2,0,3250,7.51,0,0.07,0,2
28,31000,2,0.0,3,1,11300,9.91,0,0.36,0,5
28,70000,2,2.0,3,0,5600,6.62,0,0.08,0,5
45,210000,2,14.0,5,0,12000,9.63,0,0.06,0,12
27,33000,0,4.0,2,0,10625,6.62,1,0.32,0,5
23,52000,1,1.0,0,1,10000,11.14,0,0.19,0,2
26,48000,0,10.0,5,1,4500,11.11,0,0.09,0,4
32,58650,0,6.0,2,3,17400,15.05,1,0.25,0,6
34,58650,2,7.0,2,6,12000,20.17,1,0.17,1,10
28,44447,2,8.0,1,2,6000,12.72,0,0.13,1,7
26,62000,2,5.0,2,0,10000,7.88,0,0.16,0,2
24,39000,0,8.0,0,3,7000,14.42,1,0.18,0,4
33,25000,0,18.0,1,3,8000,10.99,1,0.32,0,8
24,25000,0,0.0,5,0,4400,6.76,0,0.18,0,3
33,36000,0,5.0,0,1,5600,11.99,1,0.16,0,7
32,20000,0,3.0,5,1,4750,10.37,0,0.24,0,8
23,45000,2,7.0,3,0,5000,6.76,0,0.11,0,3
27,95000,2,11.0,3,2,18000,13.48,0,0.19,0,5
25,39000,1,0.0,2,2,8500,14.35,0,0.22,0,3
22,60000,2,2.0,1,1,3500,9.99,0,0.06,0,2
35,80000,0,19.0,3,3,25000,14.09,1,0.31,1,10
42,73100,0,4.0,2,3,12000,16.77,1,0.14,1,13
37,21600,0,7.0,2,1,3000,12.18,0,0.14,0,14
22,47000,0,3.0,5,1,6850,10.65,1,0.15,0,4
23,37500,0,0.0,0,0,1800,8.94,0,0.05,0,2
45,49000,1,5.0,2,4,24250,19.03,1,0.49,1,11
28,64000,2,3.0,3,2,5000,13.23,0,0.08,1,7
32,19000,0,1.0,0,0,8325,6.62,1,0.44,0,9
22,52500,2,6.0,3,2,8000,15.23,0,0.15,1,4
23,29004,2,2.0,2,1,6000,11.99,0,0.21,0,2
23,61000,2,7.0,4,2,18000,12.09,1,0.3,1,3
26,25000,0,1.0,5,4,1500,14.7,1,0.06,0,2
26,92000,0,0.0,3,3,6000,15.58,1,0.07,0,3
22,69600,0,6.0,5,2,1350,12.68,0,0.02,1,3
45,139380,1,4.0,4,0,9000,7.51,0,0.06,0,12
24,79000,0,9.0,5,3,25000,14.96,1,0.32,1,4
27,71000,0,9.0,5,1,4200,10.99,0,0.06,0,5
27,43000,0,2.0,2,2,8000,12.68,0,0.19,0,6
25,25000,0,8.0,3,1,9250,10.75,1,0.37,0,3
29,67027,0,4.0,2,0,5000,7.51,1,0.06,0,10
22,33685,2,6.0,1,2,5000,13.85,0,0.15,0,3
23,54000,0,7.0,0,0,20375,7.49,1,0.38,0,2
33,45000,2,3.0,4,3,8000,16.49,1,0.18,1,6
34,70000,2,13.0,5,0,20000,6.54,0,0.29,0,6
22,59000,2,7.0,4,3,4900,15.62,1,0.08,1,4
23,49000,2,7.0,0,6,15000,19.82,1,0.31,0,2
23,65000,2,7.0,3,1,13750,9.62,0,0.21,0,3
22,54000,0,6.0,2,3,7000,14.96,1,0.13,1,4
40,44000,0,9.0,2,0,6200,5.42,0,0.14,0,17
23,120000,2,0.0,0,0,17000,8.94,0,0.14,0,2
23,83004,2,7.0,3,2,3500,12.61,0,0.04,1,2
25,59256,0,4.0,2,2,17600,12.99,0,0.3,0,2
23,91000,2,5.0,3,3,10000,16.32,0,0.11,1,3
22,44307,0,6.0,4,1,10000,11.36,1,0.23,0,2
23,45480,2,7.0,5,2,4400,13.16,1,0.1,0,3
24,125375,0,0.0,2,2,12000,14.27,1,0.08,0,2
24,25000,0,2.0,5,0,5000,8.94,1,0.2,0,2
21,43000,0,2.0,2,0,9200,8.94,0,0.21,0,2
30,130500,2,1.0,5,3,25000,15.33,1,0.19,0,6
21,32000,0,6.0,0,2,15000,15.27,1,0.47,1,3
25,39000,0,1.0,4,3,10750,14.59,1,0.28,1,4
26,30000,0,2.0,5,4,6000,16.77,1,0.2,0,2
26,14400,0,2.0,3,2,2500,13.47,1,0.17,1,4
26,15000,0,2.0,2,1,7100,9.99,1,0.47,0,4
22,56400,2,6.0,1,3,8400,14.91,1,0.15,0,2
38,44000,0,0.0,0,3,5000,15.65,1,0.11,0,14
24,61650,2,4.0,4,0,6500,6.03,0,0.11,0,4
23,54000,0,1.0,1,3,10000,13.67,1,0.19,1,3
26,35000,0,4.0,2,1,14500,11.49,1,0.41,0,3
34,103363,2,4.0,5,1,15000,10.99,0,0.15,0,8
25,101000,2,9.0,1,1,17000,11.71,0,0.17,0,3
23,69000,0,7.0,0,1,9000,11.49,0,0.13,0,2
28,15600,0,4.0,4,1,5000,10.37,1,0.32,0,9
25,63600,2,9.0,5,1,7000,11.49,1,0.11,0,4
28,45000,0,4.0,5,2,9000,14.65,0,0.2,0,10
26,39000,2,0.0,5,3,5600,16.49,1,0.14,1,3
26,85000,2,3.0,1,3,10000,14.09,0,0.12,0,2
32,64000,2,3.0,4,0,13000,7.88,0,0.2,0,7
23,103000,0,6.0,0,3,24250,15.7,0,0.24,0,2
21,32400,0,2.0,2,2,10000,13.23,1,0.31,0,4
32,45000,2,2.0,0,2,8000,14.65,0,0.18,0,8
22,30000,0,0.0,2,1,12600,11.99,1,0.42,0,4
43,46000,0,2.0,2,3,13000,15.7,1,0.28,1,15
28,110000,2,3.0,3,0,11000,5.79,0,0.1,0,5
21,18864,0,0.0,4,1,3000,10.99,1,0.16,0,4
24,172000,2,6.0,5,2,20000,13.47,1,0.12,1,4
31,89000,0,1.0,2,1,10000,10.99,0,0.11,0,5
23,69000,0,4.0,1,3,3800,15.28,1,0.06,1,3
26,43000,0,4.0,0,0,2125,8.9,0,0.05,0,3
32,38100,2,0.0,1,0,8400,8.38,0,0.22,0,9
33,48000,2,4.0,4,1,5000,10.99,0,0.1,0,10
24,32000,0,1.0,4,2,6000,13.49,1,0.19,0,3
33,92259,0,2.0,1,1,11500,10.0,0,0.12,0,7
34,36000,0,0.0,3,3,6000,10.99,1,0.17,0,10
29,48000,0,2.0,0,1,15000,11.36,1,0.31,0,8
27,103000,2,8.0,2,0,8800,7.29,0,0.09,0,8
28,60000,1,12.0,1,0,7000,7.66,0,0.12,0,9
34,138000,2,18.0,4,4,2400,19.91,1,0.02,1,7
23,72000,0,8.0,2,1,3000,11.99,0,0.04,0,2
24,60000,0,0.0,0,1,20000,11.14,1,0.33,0,2
25,120000,2,5.0,0,0,28000,7.9,0,0.23,0,2
24,14400,0,0.0,5,1,4375,10.99,1,0.3,0,2
24,36000,2,5.0,2,2,4000,15.23,1,0.11,1,3
24,35004,0,3.0,0,1,18250,11.49,1,0.52,0,4
22,33000,0,1.0,3,1,16000,10.99,1,0.48,0,2
22,38000,0,2.0,1,2,6000,13.57,0,0.16,1,4
26,130000,0,0.0,1,1,4000,10.99,0,0.03,0,3
28,64500,2,1.0,3,2,4000,13.79,1,0.06,1,8
22,29000,2,6.0,0,0,12000,5.42,1,0.41,0,4
22,57564,2,6.0,5,1,21000,11.48,0,0.36,0,3
25,102000,2,7.0,4,6,25000,20.16,1,0.25,1,4
61,85000,2,11.0,0,1,9000,9.99,0,0.11,0,22
25,70200,0,9.0,0,4,18000,16.45,0,0.26,1,3
37,48000,1,8.0,0,0,2500,6.03,0,0.05,0,11
30,31000,2,3.0,3,3,12000,14.42,1,0.39,0,5
33,100000,0,4.0,0,2,20000,10.99,0,0.2,0,7
26,48000,2,9.0,0,1,8000,10.59,0,0.17,0,4
27,41000,0,4.0,5,2,8000,12.84,1,0.2,1,10
25,47000,1,9.0,3,0,4000,6.62,0,0.09,0,2
31,50000,0,1.0,3,1,10000,10.71,0,0.2,0,6
21,13500,0,0.0,3,1,3500,9.96,1,0.26,0,2
39,40800,0,4.0,2,3,14000,16.0,1,0.34,1,17
25,85000,0,4.0,2,1,6000,10.0,0,0.07,0,3
34,74004,1,6.0,3,0,7200,6.62,0,0.1,0,7
25,52000,0,5.0,2,1,19000,10.99,1,0.37,0,4
40,73100,0,0.0,2,3,20000,14.54,1,0.23,1,11
27,31200,0,2.0,0,0,6000,6.62,1,0.19,0,10
29,10000,1,0.0,0,1,3250,11.12,1,0.33,0,9
22,30000,0,4.0,5,4,13250,16.4,1,0.44,1,3
24,88000,2,8.0,4,3,25000,14.54,0,0.28,0,2
22,45504,0,2.0,5,1,11000,10.99,0,0.24,0,2
24,40000,0,1.0,1,2,15000,12.87,1,0.38,1,3
23,45000,2,0.0,5,0,1450,10.99,0,0.03,0,2
44,26400,0,0.0,1,1,5000,10.0,0,0.19,0,11
25,46800,2,0.0,2,0,6000,5.42,1,0.13,0,4
24,44000,2,2.0,5,3,25000,15.58,1,0.57,1,3
21,59000,0,4.0,2,2,5000,14.22,1,0.08,0,3
23,60000,2,7.0,5,0,15000,7.9,0,0.25,0,3
29,160000,2,9.0,0,2,14700,13.43,0,0.09,1,5
31,29000,0,5.0,2,3,9000,15.37,1,0.31,0,9
27,88000,2,8.0,0,1,14400,11.71,0,0.16,0,6
23,38896,0,2.0,0,2,7200,13.48,0,0.19,1,3
23,75576,0,7.0,1,1,18000,9.88,0,0.24,0,3
38,47004,0,2.0,3,2,4775,10.99,0,0.1,1,14
23,43000,0,1.0,1,0,3000,8.49,0,0.07,0,4
24,70000,0,0.0,3,1,2000,8.7,0,0.03,0,3
26,105000,2,6.0,5,1,12000,11.99,0,0.11,0,2
34,52000,0,1.0,1,1,6000,12.53,0,0.12,0,9
25,57000,0,1.0,0,2,10000,14.27,0,0.18,1,4
26,19200,3,0.0,0,2,7500,11.97,1,0.39,1,2
24,36000,2,5.0,2,2,4000,15.23,1,0.11,1,3
25,81600,0,2.0,1,0,5600,5.99,0,0.07,0,4
29,59000,0,4.0,3,6,20000,20.17,1,0.34,1,5
32,25000,0,4.0,4,2,9800,12.23,1,0.39,1,8
33,62000,0,4.0,1,1,8000,11.48,0,0.13,0,5
26,114000,2,4.0,4,1,6000,10.0,1,0.05,0,2
40,25000,0,0.0,3,2,7000,10.99,0,0.28,0,15
23,40000,0,3.0,1,2,16000,12.99,1,0.4,1,2
23,40000,2,7.0,3,1,13000,9.99,0,0.33,0,3
21,18000,1,5.0,4,0,6500,7.4,1,0.36,0,3
29,54000,2,8.0,5,0,7500,7.49,1,0.14,0,9
22,45000,0,4.0,1,0,5400,7.29,0,0.12,0,2
27,60000,0,2.0,4,3,5000,15.21,1,0.08,1,9
23,24000,0,7.0,3,2,5550,12.53,0,0.23,1,4
30,34000,0,1.0,2,0,8000,7.9,1,0.24,0,5
23,66215,0,1.0,2,3,25000,15.37,1,0.32,1,2
23,80000,2,7.0,1,1,10000,10.99,0,0.13,0,2
23,105000,1,0.0,3,2,5000,10.99,0,0.05,1,3
29,30000,0,3.0,1,4,10000,16.82,1,0.33,0,7
31,60000,2,4.0,5,2,1500,12.99,0,0.03,0,10
35,32000,0,4.0,2,0,14500,6.17,1,0.45,0,9
40,74004,2,12.0,3,0,7125,6.62,0,0.1,0,14
32,57000,2,11.0,2,2,9000,13.35,0,0.16,1,5
21,14400,0,2.0,2,2,3000,13.43,1,0.21,1,3
24,40000,2,5.0,3,0,8000,10.99,0,0.2,0,4
26,62690,2,7.0,2,1,4400,10.99,0,0.07,0,4
36,29000,0,0.0,2,4,5000,16.45,1,0.17,0,13
22,83000,0,6.0,5,4,24000,19.69,1,0.29,0,3
26,48000,0,1.0,0,2,15000,10.99,1,0.31,1,2
24,42000,2,5.0,1,0,4900,6.03,0,0.12,0,4
33,96053,0,3.0,2,4,12000,15.68,1,0.11,0,6
28,42000,0,1.0,0,4,3200,16.32,1,0.08,1,8
36,56400,1,0.0,0,2,20000,13.57,0,0.35,1,12
35,17280,0,6.0,3,3,7200,12.36,1,0.42,1,8
29,50000,1,8.0,4,1,9725,12.12,0,0.19,0,6
24,33600,0,2.0,0,0,9450,7.66,1,0.28,0,2
23,44000,2,2.0,3,0,2000,7.4,0,0.05,0,4
31,55728,2,0.0,2,1,13000,10.62,0,0.23,0,9
34,33666,0,4.0,0,3,8000,17.49,1,0.24,1,9
25,51500,3,1.0,2,3,13000,16.07,1,0.25,0,2
28,300000,2,11.0,5,0,10800,6.92,0,0.04,0,5
23,22000,2,5.0,5,0,1550,7.49,1,0.07,0,2
55,50000,0,2.0,5,0,20000,7.51,1,0.4,0,28
24,26400,0,5.0,2,0,10000,6.54,1,0.38,0,4
25,80000,2,9.0,5,0,4000,6.62,0,0.05,0,2
27,67068,1,11.0,0,0,5000,10.99,0,0.07,0,10
51,18408,0,4.0,0,2,1000,14.65,1,0.05,1,20
43,71015,0,8.0,3,1,5000,11.14,0,0.07,0,14
22,60000,1,7.0,3,3,15000,16.49,0,0.25,1,2
23,54000,0,2.0,0,5,9600,20.62,1,0.18,1,2
28,144000,0,12.0,0,1,10000,9.99,0,0.07,0,5
27,20000,0,1.0,3,2,6000,13.11,0,0.3,1,10
27,84000,0,7.0,3,2,12000,13.16,0,0.14,1,5
27,25000,0,0.0,4,3,3000,15.62,1,0.12,0,5
24,88000,0,1.0,3,3,23000,14.54,1,0.26,0,2
53,80000,1,8.0,0,0,15000,6.62,0,0.19,0,24
25,69000,2,9.0,2,0,25000,6.99,0,0.36,0,2
35,59000,0,5.0,0,2,10000,13.49,1,0.17,1,10
22,46000,2,0.0,2,1,8000,12.53,1,0.17,0,3
27,72000,0,3.0,3,3,24000,14.96,1,0.33,0,10
36,60000,0,0.0,4,2,15000,13.57,0,0.25,0,12
31,24000,0,0.0,4,1,1500,11.86,1,0.06,0,10
24,79200,0,3.0,1,3,16000,12.67,1,0.2,1,2
25,34000,2,2.0,3,2,15450,11.22,1,0.45,0,4
28,56100,0,12.0,2,0,8400,7.51,1,0.13,0,10
22,33000,0,1.0,1,0,1800,5.42,0,0.05,0,2
27,33600,2,4.0,4,0,6400,7.14,0,0.19,0,10
24,45295,0,8.0,5,3,19650,15.37,1,0.43,1,2
32,45000,2,0.0,3,1,14000,12.69,0,0.31,0,9
32,28000,2,7.0,2,3,6000,15.21,1,0.21,0,9
24,42000,1,1.0,3,1,7500,10.51,0,0.18,0,3
22,137004,2,3.0,3,0,10000,5.79,0,0.07,0,2
27,58650,2,11.0,2,0,4000,5.42,1,0.06,0,6
37,52200,2,2.0,5,4,16000,15.25,1,0.31,0,11
22,80000,2,0.0,5,0,10000,8.32,0,0.13,0,2
43,54000,0,0.0,0,3,9000,15.65,1,0.17,1,14
24,37200,2,2.0,2,0,8000,7.88,1,0.22,0,4
31,45504,2,3.0,1,1,7000,9.88,0,0.15,0,8
29,14500,0,1.0,1,2,3600,13.61,1,0.25,1,7
24,74700,2,7.0,1,0,12000,5.42,0,0.16,0,4
43,108639,2,3.0,2,1,18000,10.75,0,0.17,0,13
